NAME,RUNID,EVENTID,START,EVENTMJD,I3TYPE,RA [deg],DEC [deg],RA_ERR_PLUS_50 [deg],RA_ERR_MINUS_50 [deg],DEC_ERR_PLUS_50 [deg],DEC_ERR_MINUS_50 [deg],RA_ERR_PLUS_90 [deg],RA_ERR_MINUS_90 [deg],DEC_ERR_PLUS_90 [deg],DEC_ERR_MINUS_90 [deg],CONTOUR AREA (50%) [sqdeg],CONTOUR AREA (90%) [sqdeg],ENERGY [TeV],FAR [1/yr],P_ASTRO,OTHER_I3TYPES
IC110514A,118178,17334444,2011-05-14 01:32:22.654,55695.064151089224,gfu-gold,139.09,-1.87,2.02,1.18,0.52,0.35,3.63,2.29,1.0,0.62,2.16,7.44,194,1.15,0.531,gfu-bronze
IC110610A,118309,46569873,2011-06-10 10:13:33.147,55722.42607809128,gfu-gold,273.21,35.41,1.12,1.44,0.91,0.99,2.02,2.61,1.68,1.69,3.07,9.99,317,0.24,0.766,gfu-bronze
IC110616A,118342,24578488,2011-06-16 17:30:53.940,55728.72979097178,gfu-bronze,71.15,5.38,0.27,0.27,0.24,0.29,0.5,0.5,0.46,0.51,0.22,0.76,112,3.99,0.274,
IC110714A,118435,58198553,2011-07-14 02:42:41.855,55756.11298443852,hese-gold,67.98,40.52,0.24,0.26,0.2,0.24,0.35,0.49,0.31,0.38,0.11,0.32,65,0.11,0.778,hese-bronze
IC110726A,118475,52691508,2011-07-26 12:15:33.258,55768.51080159916,gfu-bronze,151.66,6.88,0.67,0.59,0.69,0.55,1.49,1.05,1.1,0.96,1.22,4.0,166,1.66,0.417,
IC110807A,118539,54350726,2011-08-07 23:30:46.456,55780.979704349134,gfu-bronze,336.58,1.49,0.53,0.46,0.26,0.3,1.1,0.78,0.46,0.55,0.41,1.45,111,4.04,0.282,
IC110818A,118576,45696357,2011-08-18 16:31:38.773,55791.68864321097,gfu-bronze,332.4,-2.72,0.33,0.33,0.3,0.41,0.6,0.6,0.62,0.76,0.35,1.27,133,2.53,0.356,
IC110902A,118631,36844560,2011-09-02 02:12:46.331,55806.09220290563,gfu-gold,9.05,7.9,0.4,0.43,0.23,0.23,0.79,0.75,0.4,0.43,0.3,0.99,260,0.67,0.63,gfu-bronze
IC110907A,118660,61529737,2011-09-07 19:04:14.784,55811.79461555,gfu-gold,196.7,9.33,0.32,0.3,0.33,0.3,0.57,0.56,0.59,0.56,0.3,1.0,194,1.06,0.528,gfu-bronze
IC110929A,118738,995844,2011-09-29 06:15:04.218,55833.26046548522,gfu-bronze,121.76,49.9,0.38,0.49,0.18,0.13,0.7,0.84,0.31,0.27,0.13,0.45,164,0.15,0.537,
IC110930A,118741,43101116,2011-09-30 10:40:59.791,55834.44513646853,ehe-gold,267.01,-4.67,0.22,0.26,0.16,0.2,0.48,0.42,0.33,0.35,0.13,0.47,211,1.44,0.147,gfu-bronze
IC111012A,118778,61465314,2011-10-12 20:48:17.617,55846.86687056347,gfu-bronze,172.37,44.94,0.33,0.4,0.25,0.24,0.63,0.7,0.45,0.44,0.2,0.66,123,0.5,0.451,
IC111120A,118973,22324184,2011-11-20 23:03:53.883,55885.96104031756,gfu-bronze,26.15,9.67,0.43,0.43,0.47,0.46,0.78,0.78,0.84,0.84,0.6,2.0,165,1.45,0.441,
IC111208A,119097,49522606,2011-12-08 17:15:15.377,55903.71892797326,gfu-bronze,165.37,40.62,2.0,0.68,0.47,0.5,2.86,1.24,0.9,0.92,1.54,4.76,132,0.3,0.46,
IC111209A,119101,32538906,2011-12-09 10:57:56.298,55904.45690159585,gfu-bronze,100.63,19.83,0.41,0.58,0.44,0.52,0.81,1.03,0.77,0.92,0.69,2.29,111,2.35,0.353,
IC111213A,119125,14422170,2011-12-13 09:32:43.338,55908.39772381761,gfu-bronze,248.03,0.63,0.53,0.74,0.36,0.36,1.09,1.27,0.67,0.68,0.72,2.5,170,1.67,0.433,
IC111216A,119136,66932419,2011-12-16 06:38:39.886,55911.27685053114,gfu-gold,37.05,18.68,0.49,0.6,1.0,1.05,0.88,1.08,1.74,1.85,1.5,4.74,954,0.15,0.95,gfu-bronze
IC111218A,119146,28561103,2011-12-18 08:03:00.974,55913.33542794057,gfu-bronze,26.28,10.09,1.51,1.58,0.79,1.93,2.84,2.67,1.67,2.99,6.33,19.78,163,1.64,0.418,
IC120301A,119739,41603205,2012-03-01 19:21:57.308,55987.80691328732,gfu-gold,238.36,18.64,0.22,0.16,0.19,0.17,0.37,0.3,0.32,0.31,0.1,0.3,455,0.53,0.836,"gfu-bronze, ehe-gold"
IC120426A,120027,12133428,2012-04-26 09:58:04.228,56043.41532671855,gfu-bronze,183.69,0.63,0.3,0.26,0.29,0.25,1.15,0.54,0.55,0.51,0.24,1.0,113,3.92,0.291,
IC120501A,120045,22615214,2012-05-01 13:41:24.365,56048.5704208966,hese-bronze,163.88,-70.91,0.86,0.89,0.56,0.51,1.87,1.59,1.06,0.92,0.47,1.72,85,1.88,0.464,
IC120515A,120157,59255331,2012-05-15 23:00:59.271,56062.95901934374,gfu-gold,197.18,31.65,1.25,1.2,0.49,0.45,2.19,2.29,0.89,0.81,1.49,4.92,202,0.58,0.634,gfu-bronze
IC120523A,120185,63879322,2012-05-23 13:46:58.000,56070.5742824046,ehe-gold,170.82,26.11,0.28,0.29,0.27,0.17,0.49,0.56,0.5,0.33,0.17,0.59,211,1.44,0.525,gfu-bronze
IC120523B,120186,1306178,2012-05-23 15:19:39.523,56070.63865189075,gfu-gold,343.61,15.64,0.4,0.38,0.28,0.31,0.76,0.7,0.53,0.56,0.35,1.19,174,1.15,0.512,gfu-bronze
IC120529A,120205,73761892,2012-05-29 13:01:50.622,56076.54294700876,gfu-bronze,177.71,23.44,0.4,0.37,0.29,0.25,0.73,0.7,0.53,0.49,0.3,1.05,136,1.42,0.436,
IC120601A,120244,21476686,2012-06-01 07:20:01.380,56079.30557152734,gfu-bronze,119.4,14.79,0.31,0.27,0.31,0.27,0.54,0.73,0.52,0.69,0.26,1.01,148,1.7,0.418,
IC120605A,120260,65493286,2012-06-05 15:42:33.896,56083.65455898678,gfu-bronze,152.27,36.61,0.35,0.33,0.29,0.32,0.63,0.62,0.55,0.57,0.26,0.87,110,1.18,0.402,
IC120807A,120535,24248640,2012-08-07 04:58:18.470,56146.20715821304,gfu-gold,330.6,1.49,0.2,0.33,0.24,0.22,0.41,0.54,0.44,0.41,0.19,0.64,395,0.35,0.762,gfu-bronze
IC120916A,120680,12284754,2012-09-16 07:19:39.340,56186.3053164403,gfu-gold,182.37,3.25,0.42,0.46,0.65,0.62,0.88,0.8,1.13,1.3,0.84,3.05,180,1.46,0.463,gfu-bronze
IC120922A,120708,53550535,2012-09-22 13:11:02.308,56192.54933227013,ehe-gold,70.8,20.42,0.3,0.23,0.25,0.24,0.51,0.45,0.44,0.43,0.19,0.62,150,1.8,0.426,
IC121011A,120798,20915945,2012-10-11 18:30:10.362,56211.77095326866,gfu-gold,205.71,-2.09,0.23,0.18,0.17,0.16,0.47,0.36,0.31,0.33,0.1,0.41,508,0.2,0.856,"gfu-bronze, ehe-gold"
IC121026A,120860,64513030,2012-10-26 14:23:17.473,56226.59950779381,gfu-gold,170.07,27.24,0.49,0.52,0.56,0.44,0.89,0.91,0.98,0.81,0.69,2.21,1025,0.15,0.93,gfu-bronze
